point,name,latitude,longitude,color
point,Route 9 NB @ Phelps (In Sleepy Hollow),41.107227,-73.859741,yellow
point,Route 9 S/B @ Bay St (In Peekskill),41.282108,-73.929726,yellow
point,Route 9 S/B @ Phelps (In Sleepy Hollow),41.107105,-73.859863,yellow
point,Route 52 N/B @ Horsepound Rd (In Kent-Putnam County),41.4398687,-73.6814182,yellow
point,Route 52 S/B @ Horsepound Rd (In Kent-Putnam County),41.439277,-73.681843,yellow
point,Rt 117 E/B @ Beech Hill RD (In Mt. Pleasant),41.122082,-73.814903,yellow
point,Rt 117 N/B @ Harris Rd (In Bedford),41.24604,-73.685471,yellow
point,RT 117 N/B @ Preston Way (In Mt. Kisco),41.214882,-73.72007,yellow
point,Rt 117 S/B @ Harris Rd (In Bedford),41.245945,-73.685623,yellow
point,Rt 117 (Main St) @Lexington (in Mt Kisco),41.189481,-73.731843,yellow
point,RT 117 S/B @ Preston Way (In Mt. Kisco),41.214157,-73.720428,yellow
point,Rt 117 W/B @ Pace (In Mt. Pleasant),41.12624,-73.804199,yellow
point,Rt 117 W/B @ Raven Way (In Mt. Pleasant),41.123375,-73.81218,yellow
point,Rt 133 E/B @ Manchester Dr (In Mt. Kisco),41.209366,-73.731705,yellow
point,Rt 133 W/B @ Manchester Dr (In Mt. Kisco),41.209496,-73.731049,yellow
point,RT 172 E/B @ Leonard Park (In Mt. Kisco),41.196739,-73.720825,yellow
point,RT 172 W/B @ Leonard Park (In Mt. Kisco),41.196671,-73.72126,yellow
point,Rt 202 E/B @ Mohansic Ave (In Yorktown),41.291534,-73.822906,yellow
point,Rt 202 W/B @ Mohansic Ave (In Yorktown),41.291603,-73.822906,yellow
point,Rt 22  S/B @ Pondfield Rd (In Bronxville),40.934715,-73.819061,yellow
point,Rt 22 N/B @ Church St (In North Castle),41.056404,-73.765991,yellow
point,RT 22 N/B @ Fenimore Rd (In Scarsdale),41.004757,-73.784607,yellow
point,Rt 22 N/B @ Hillside Pl (In Eastchester),40.954502,-73.814545,yellow
point,RT 22 N/B @ Lake Isle (In Eastchester),40.967648,-73.80825,yellow
point,Rt 22 S/B @ Church St (In North Castle),41.056393,-73.766029,yellow
point,RT 22 S/B @ Fenimore Rd (In Scarsdale),41.004719,-73.784698,yellow
point,Rt 22 S/B @ Hillside Pl (In Eastchester),40.954464,-73.814575,yellow
point,RT 22 S/B @ Lake Isle (In Eastchester),40.967609,-73.808327,yellow
point,RT 22 S/B @ Rt 116 (In North Salem),41.327442,-73.655693,yellow
point,RT 301 E/B @ Peekskill Rd (In Cold Spring- Putnam County),41.4250683,-73.9452672,yellow
point,RT 301 W/B @ Peekskill Rd (In Cold Spring- Putnam County),41.4247819,-73.9460655,yellow
point,RT 301 E/B @ Farmer's Mill Rd (In Kent-Putnam County),41.4830059,-73.769434,yellow
point,RT 301 W/B @ Farmer's Mill Rd (In Kent-Putnam County),41.4831452,-73.7697501,yellow
point,Rt 35 E/B @ Rt 121 (In Lewisboro),41.268688,-73.605072,yellow
point,Rt 35 W/B @ Rt 121 (In Lewisboro),41.268662,-73.605156,yellow
point,Rt 52 N/B @ Rt 6 (In Carmel Going Towards the Courthouse),41.4224114, -73.6000,yellow
point,Rt 52 N/B @ Ludingtonville Rd (In Kent- Putnam County),41.50825,-73.683932,yellow
point,Rt 52 S/B @ Ludingtonville Rd (In Kent- Putnam County),41.508051,-73.683954,yellow
point,Ludingtonville Rd E/B from Rt 52 towards 84 (In Kent- Putnam County),41.508155,-73.683666,yellow
point,Rt 6 E/B @ the Mahopac Village Center (In Carmel),41.348415,-73.755859,yellow
point,RT 6 E/B @ Westbrook Dr (In Cortlandt),41.30764,-73.876076,yellow
point,Rt 6 W/B @ the Mahopac Village Center (In Carmel // Into Somers),41.348419,-73.7544857,yellow
point,RT 6 W/B @ Westbrook Dr (In Cortlandt),41.307217,-73.876503,yellow
point,RT 6N E/B @ Secor Rd (In Carmel),41.366051,-73.770966,yellow
point,RT 6N W/B @ Secor Rd (In Carmel going towards Yorktown)),41.36589,-73.771164,yellow
point,RT 9 N/B @ Cedar Lane (In Ossining),41.170021,-73.864204,yellow
point,Rt 9 N/B @ the Putnam County Line (Going into Putnam),41.319183,-73.930214,yellow
point,Rt 9 N/B @ Wildey Street (Going into Sleepy Hollow),41.080132,-73.857719,yellow
point,Rt 9 S/B  @ Wildey Street (Going into Tarrytown),41.080021,-73.857735,yellow
point,RT 9 S/B @ Cedar Lane (In Ossining),41.169327,-73.863838,yellow
point,Rt 9 SB @ the Putnam County Line (Going into Westchester),41.319229,-73.930191,yellow
point,Rt 9A N/B @ Dana Rd (In Mt. Pleasant),41.081509,-73.818489,yellow
point,Rt 9A N/B @ Jackson Ave (In Greenburgh),40.987736,-73.863243,yellow
point,Rt 9A N/B @ North State Rd (In Briarcliff),41.151516,-73.830284,yellow
point,Rt 9A N/B @ Payne St (In Greenburgh),41.062,-73.814789,yellow
point,Rt 9A S/B @ Dana Rd (In Mt. Pleasant),41.081181,-73.818451,yellow
point,Rt 9A S/B @ Jackson Ave (In Greenburgh),40.987644,-73.863289,yellow
point,Rt 9A S/B @ North State Rd (In Briarcliff),41.151398,-73.830246,yellow
point,Rt 9D N/B @ Fair St (In Cold Spring- Putnam),41.4264674,-73.9654229,yellow
point,Rt 9D SB @ Belle Lane,41.4143299,-73.9381271,yellow
point,Rt 9D S/B @ Fair St (In Cold Spring- Putnam),41.4261747,-73.9650309,yellow
point,S. Broadway N/B @ Caryl Ave (In Yonkers),40.911694,-73.896652,yellow
point,S. Broadway S/B @ Caryl Ave (Going into Bronx from Yonkers),40.911797,-73.896652,yellow
point,S. Lexington  Ave S/B @ Quarropas ST (In White Plains),41.028114,-73.771713,yellow
point,S.Broadway S/B @ Hudson St (In Yonkers),40.933151,-73.898666,yellow
point,S/B 727 Bronx River Road (In Yonkers),40.924458,-73.845314,yellow
point,Secor Rd N/B @  Sycamore Rd (In Scarsdale/ Towards White Plains),40.992767,-73.764801,yellow
